ID,,,,,,,gender,age,college,white,knowledge_counter,extraversion,agreeable,consecientious,emotionally_stable,open_new_experiences,political_interest,strong_partisan,percent_other_party_exposure,democrat,sevenpoint_ideology,regionMidwest,regionSouth,regionWest,,republican,,,,displayCondition,chatID_full,,,,,,
100,-0.380076514,-0.031666667,-0.02,0.005,-0.066666667,0.166666667,2,59,1,1,3,2.5,3.5,4,5.5,4,4,1,5,1,3,FALSE,FALSE,FALSE,0.949240852,0,FALSE,1,1,CORRECT,RVS5Ff90m0zjUfaIiybc,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
101,-0.261558031,0.011111111,-0.046666667,-0.05,0,-0.083333333,1,74,0,1,3,2,3,2,3.5,3,4,0,20,0,4,FALSE,TRUE,FALSE,-0.348360595,1,FALSE,1,1,CORRECT,1Mcu5dOVNhGb2l0jR2XB,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
103,0.014985096,0.118703704,-0.116666667,0.045,-0.283333333,-0.027777778,1,31,0,1,1,2,2,2,3,3.5,3,1,75,0,6,FALSE,TRUE,FALSE,0.588796006,1,FALSE,1,1,NONE,0tjhFbKRLl9Dv9BZ81V6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
104,-0.021796503,0.02037037,-0.023333333,0.05,-0.066666667,0.055555556,1,67,0,1,3,3.5,1.5,2,1.5,3.5,4,1,20,0,5,FALSE,TRUE,FALSE,-0.492538534,1,FALSE,1,1,NONE,3PpxWiBQ8dAOiL7Xp6yJ,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
106,-0.539463439,-0.133333333,0.06,0,0.4,0,2,32,1,1,2,4,4,4,4,4,3,0,,1,2,TRUE,FALSE,FALSE,-0.780894411,0,FALSE,0,1,INCORRECT,WmCYpxrpoaDDK625Cb1V,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
108,3.185013943,0.252962963,0.18,0.87,0.166666667,-0.055555556,1,71,0,0,1,,,,,,4,1,,0,5,TRUE,FALSE,FALSE,-0.997168528,1,TRUE,0,1,CORRECT,4dqkA2M3G7eqV1WrpEqR,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
110,-0.148488674,0.029814815,-0.05,0.145,0,0.055555556,2,55,0,1,3,4.5,1,1.5,4.5,4,2,0,0,0,3,FALSE,FALSE,TRUE,-0.852976171,1,FALSE,1,1,NONE,0VLXzm8Vhz86Lh64SAEU,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
115,1.486249021,0.218703704,-0.016666667,0.295,0,-0.361111111,1,23,1,1,3,5,1.5,2.5,2,1,4,1,50,1,4,FALSE,FALSE,FALSE,-0.492538534,0,FALSE,1,1,INCORRECT,25xrHpZos4LpSYR9FJc5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
116,-0.845976757,-0.155,0.04,0.035,-0.166666667,0.666666667,2,55,1,0,0,5,1.5,2,1.5,4,4,1,40,1,4,FALSE,TRUE,FALSE,-0.997168528,0,TRUE,1,1,NONE,Vz76FCEqAv5cnS75kCWH,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
125,0.74244337,0.007592593,0.093333333,-0.005,0,-0.027777778,2,54,1,1,3,2,2.5,3.5,1.5,2,4,1,25,1,1,FALSE,TRUE,FALSE,0.300440129,0,FALSE,0,1,INCORRECT,YZHqRUzn88sLiyg7kqpY,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
128,-0.148488674,-0.003518519,-0.016666667,-0.105,0.016666667,-0.111111111,1,54,1,1,3,6,3.5,2.5,4,4,4,0,10,1,3,FALSE,TRUE,FALSE,1.525952607,0,FALSE,0,1,CORRECT,4WSl0HcZIaJxz31rWbb8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
132,-0.880033793,-0.122962963,0.003333333,0.02,0.166666667,0.222222222,1,46,1,1,3,6,2.5,1.5,1,1,4,0,10,1,3,FALSE,FALSE,TRUE,2.2468423,0,FALSE,1,1,CORRECT,0vK0WFmYAnvUS9cZFsLU,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
133,-0.400510735,-0.134444444,0.08,-0.02,0.3,0.083333333,1,37,1,1,2,6.5,3,1,3,1.5,4,0,50,1,4,FALSE,FALSE,FALSE,1.525952607,0,FALSE,1,1,CORRECT,1FCPUTiLdaMOKBEqHGzo,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
138,-2.300893306,-0.032777778,-0.28,-0.015,0,0.083333333,1,33,0,1,1,2,1,1,3.5,2,2,1,30,0,7,FALSE,TRUE,FALSE,-0.780894411,1,FALSE,1,1,CORRECT,1wXpjEamMaMsX3yMYD5l,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
144,-0.036781598,0.011666667,-0.016666667,0.035,0,0,1,44,0,1,2,4.5,1.5,1,1,1,4,1,40,0,6,FALSE,TRUE,FALSE,0.588796006,1,FALSE,1,1,INCORRECT,0rGiTzOKeHtuEj9uBPnh,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
150,1.126606728,0.153148148,0,0.265,0.083333333,-0.277777778,2,67,0,1,3,6,1,1.5,4,2,4,1,,1,2,FALSE,FALSE,TRUE,-0.348360595,0,FALSE,1,1,CORRECT,3tgMqapg9a80CtK5IEPJ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
152,-0.102171106,0.022777778,-0.036666667,0.135,0.066666667,0,2,42,0,1,2,6,4,4,5.5,4,3,0,20,1,2,FALSE,TRUE,FALSE,0.300440129,0,FALSE,1,1,INCORRECT,0rGiTzOKeHtuEj9uBPnh,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
155,1.651085072,0.061111111,0.163333333,,-0.066666667,-0.055555556,2,22,0,1,0,2,5,1,4,1,1,0,50,1,4,FALSE,FALSE,FALSE,-0.780894411,0,FALSE,1,1,NONE,0tjhFbKRLl9Dv9BZ81V6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
160,-0.670242455,-0.051111111,-0.04,-0.07,0.083333333,0,2,55,0,1,2,2,2,1.5,2.5,1.5,4,1,50,1,3,FALSE,TRUE,FALSE,0.300440129,0,FALSE,0,1,NONE,9Z6lKJK9tgjUAAWDLhmJ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
162,0.84870132,0.028703704,0.086666667,-0.025,0,-0.111111111,2,50,0,1,1,4,2,2.5,2.5,3,3,1,10,1,2,FALSE,TRUE,FALSE,0.084173221,0,FALSE,1,1,CORRECT,3UaQPnaYQGsoX6415n0j,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
163,0.606215229,0.119074074,-0.036666667,-0.065,-0.366666667,-0.055555556,1,31,1,1,3,7,3.5,5,6,4,4,1,20,1,3,TRUE,FALSE,FALSE,-0.636716472,0,FALSE,1,1,CORRECT,1Mcu5dOVNhGb2l0jR2XB,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
172,-0.291528222,0.023703704,-0.063333333,-0.04,-0.083333333,-0.027777778,1,59,0,1,3,3.5,5,4.5,4.5,4.5,4,0,5,0,7,TRUE,FALSE,FALSE,0.084173221,1,FALSE,1,1,CORRECT,4kFPihBXZ0sTpYlHdD3r,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
174,-0.369178263,0.071296296,-0.121481481,0.025,-0.216666667,0.027777778,2,65,0,1,3,1.5,3.5,1.5,3,3,4,1,10,1,4,FALSE,FALSE,TRUE,0.084173221,0,FALSE,1,1,INCORRECT,2L8UbM9Iy5EYO1SpQm8J,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
179,0.495870434,-0.023703704,0.091111111,0.24,0.366666667,-0.055555556,1,41,0,1,2,4,1,2,3.5,1.5,4,0,10,1,4,FALSE,FALSE,FALSE,-0.780894411,0,FALSE,1,1,INCORRECT,0rpmLs6RylSI948sAAFL,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
180,-0.563984505,-0.066666667,-0.01,,0.133333333,0,2,42,0,1,0,6.5,3,5.5,6.5,2.5,2,0,20,1,2,TRUE,FALSE,FALSE,-0.636716472,0,FALSE,0,1,INCORRECT,Q72T0KqKORctkmAp9HtL,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
181,-0.400510735,-0.044444444,-0.01,-0.05,0,0.083333333,1,65,0,1,3,5.5,4,4,4,4,4,1,40,1,2,TRUE,FALSE,FALSE,-0.204182657,0,FALSE,1,1,INCORRECT,1HLtZNv9Y1Ij0gGEXtSB,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
183,-0.081736885,0.005555556,-0.016666667,0,-0.016666667,0,1,58,1,1,3,5,2,3,4,5,4,1,10,1,3,TRUE,FALSE,FALSE,-0.204182657,0,FALSE,1,1,INCORRECT,FOFndjWQZV75oZuU8x4i,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
185,-1.198807643,-0.12962963,-0.033333333,-0.1,0.15,0.138888889,2,75,1,1,3,2.5,3,1,2,3,4,1,10,1,2,FALSE,FALSE,TRUE,0.300440129,0,FALSE,1,1,NONE,FtPWLsTjXxzwWxpr0VqR,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
189,0.186632554,0.05537037,-0.03,0.055,-0.083333333,-0.027777778,1,57,0,1,3,6,2.5,4,1.5,4.5,4,0,40,0,6,FALSE,TRUE,FALSE,-0.780894411,1,FALSE,0,1,INCORRECT,4ST3X4FjL1cU2ggWeAdp,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
190,2.265473989,0.171296296,0.136666667,0.225,-0.15,-0.138888889,2,42,1,1,1,4,1,1.5,2.5,1.5,3,0,25,0,5,FALSE,TRUE,FALSE,-0.780894411,1,FALSE,1,1,CORRECT,1FCPUTiLdaMOKBEqHGzo,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
196,-1.198807643,-0.162962963,0,-0.15,0.2,0.138888889,1,70,1,1,3,5.5,1.5,1,1,1.5,4,1,0,1,2,FALSE,TRUE,FALSE,-0.492538534,0,FALSE,0,1,CORRECT,4dqkA2M3G7eqV1WrpEqR,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
199,-0.256108906,-0.051481481,0.016666667,-0.11,0.016666667,0.027777778,2,50,0,1,1,5,2.5,1,3,1.5,3,0,20,0,6,FALSE,TRUE,FALSE,-0.204182657,1,FALSE,1,1,CORRECT,0dwu0txhL7HyVh3HrSGE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
208,-0.114431639,-0.065555556,0.05,-0.03,0,0.166666667,2,22,0,1,1,4,4.5,4,6,2.5,4,1,25,1,1,FALSE,FALSE,FALSE,-0.636716472,0,FALSE,1,1,INCORRECT,BqHWczpRoWJVfkVokFXc,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
210,-0.830991662,-0.052962963,-0.06,-0.17,-0.066666667,0.055555556,2,43,1,1,1,5.5,3,5,5,5,1,1,10,0,6,FALSE,FALSE,TRUE,-0.204182657,1,FALSE,1,1,CORRECT,3NduXAcOBw07oNJrkrt8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
211,0.265644875,0.022777778,0.013333333,-0.015,0,-0.083333333,1,38,1,1,2,5.5,2.5,2.5,3.5,4.5,3,1,25,0,6,FALSE,TRUE,FALSE,0.084173221,1,FALSE,1,1,NONE,3ZSFMmUT2vvwGk3ZhMah,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
215,-0.835078506,-0.033518519,-0.08,0.005,0.133333333,-0.027777778,2,64,0,0,3,3.5,2,1.5,3.5,1,4,1,5,1,4,FALSE,TRUE,FALSE,0.949240852,0,FALSE,1,1,NONE,3ZSFMmUT2vvwGk3ZhMah,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
220,0.915453109,0.107777778,0.016666667,0.24,0,-0.083333333,2,56,1,1,3,1.5,2,1,2.5,3.5,4,1,20,0,6,FALSE,TRUE,FALSE,1.525952607,1,FALSE,1,1,CORRECT,3UaQPnaYQGsoX6415n0j,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
223,0.258833468,0.035185185,0,0.05,0,-0.055555556,1,61,0,1,3,1.5,2,2,1,1.5,4,1,25,0,6,FALSE,FALSE,FALSE,0.949240852,1,FALSE,0,1,INCORRECT,KFlDvNH2NERftevcUOsJ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
226,0.271094001,0.040555556,-0.003703704,0.055,-0.066666667,0,2,25,1,1,3,7,2,3,4,2.5,4,1,15,1,1,TRUE,FALSE,FALSE,0.300440129,0,FALSE,1,1,INCORRECT,HlBHq2BrfyWe7wnI2myT,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
227,0.093997417,-0.023888889,0.036666667,0.045,0.033333333,0.083333333,2,65,1,1,3,6,1,2,2.5,1,4,1,30,1,1,FALSE,TRUE,FALSE,0.300440129,0,FALSE,1,1,INCORRECT,4ST3X4FjL1cU2ggWeAdp,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
230,-0.301064192,-0.040925926,0,0.005,-0.066666667,0.194444444,2,49,1,1,3,1,3.5,2,3.5,1,4,1,30,1,2,FALSE,TRUE,FALSE,1.525952607,0,FALSE,1,1,CORRECT,3NduXAcOBw07oNJrkrt8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
233,0.498594997,0.011111111,0.056666667,0.05,,0.027777778,1,45,1,1,0,4,5,3,5,3,4,0,,0,,TRUE,FALSE,FALSE,0.084173221,1,FALSE,1,1,CORRECT,6FdXXoKpnIYD9fVmqmcK,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
236,0.053128975,0.003888889,0.003333333,0.095,0,0.083333333,2,62,0,0,1,2,1,2,3.5,2,4,1,25,1,3,FALSE,FALSE,TRUE,-0.780894411,0,FALSE,1,1,NONE,49qvoOB0HLEN5xmG8tbn,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
242,-1.040782999,-0.034814815,-0.106666667,-0.01,0.066666667,0.027777778,1,50,0,0,3,4.5,4.5,3,4,4.5,3,1,12,1,2,FALSE,TRUE,FALSE,0.300440129,0,FALSE,1,1,CORRECT,5wmhnFLL3a3RmXIahTgs,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
243,0.119880764,0.016296296,0,0.01,-0.066666667,0.027777778,2,54,1,1,2,7,3.5,4,5,2,4,0,10,1,3,FALSE,FALSE,FALSE,-0.348360595,0,FALSE,1,1,INCORRECT,Fn0JLjCTsTlPLd3v5cib,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
245,-0.025883347,-0.006851852,0.003333333,0.035,0.166666667,-0.111111111,2,32,0,1,0,6,4,3,6,3.5,2,1,30,1,2,TRUE,FALSE,FALSE,0.300440129,0,FALSE,1,1,INCORRECT,6rZtnwBNtBRfLGdwUDzj,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
246,0.512217811,-0.01037037,0.08,-0.07,0.016666667,-0.055555556,2,49,1,1,3,4,2.5,1,2,3,4,0,20,1,4,FALSE,FALSE,FALSE,-0.997168528,0,TRUE,1,1,NONE,8yIVrdFuShaPVsERVyX5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
247,0.788760938,0.137222222,-0.03,0.145,-0.366666667,0.1,2,57,0,0,0,3.5,4,4,4,4,3,1,40,1,2,FALSE,FALSE,FALSE,-0.852976171,0,FALSE,1,1,CORRECT,6FdXXoKpnIYD9fVmqmcK,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
250,-0.845976757,-0.115,0,-0.095,0.083333333,0.166666667,2,47,1,1,2,4,2.5,1,1,1.5,4,0,50,1,4,TRUE,FALSE,FALSE,2.2468423,0,FALSE,1,1,CORRECT,3QPe06y11RXjUH7RqnyK,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
251,0.27926769,0.04462963,-0.006666667,0.245,0,0.111111111,2,72,0,1,3,2.5,2,1.5,4,4.5,4,1,10,0,6,FALSE,FALSE,TRUE,-0.348360595,1,FALSE,1,1,CORRECT,3tgMqapg9a80CtK5IEPJ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
252,0.633460857,0.026111111,0.06,-0.005,0,-0.083333333,1,38,0,1,2,2,3.5,1,2,2,4,1,25,0,7,FALSE,FALSE,FALSE,-0.492538534,1,FALSE,1,1,INCORRECT,71jmTGuSq1IHIcl09H9o,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
254,-0.186632554,-0.02537037,0,-0.115,-0.066666667,0.027777778,2,71,0,1,3,2.5,2.5,4,4.5,2,4,1,30,1,2,FALSE,TRUE,FALSE,-0.492538534,0,FALSE,1,1,NONE,AbvhA8l0Zit0V2BO7waN,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
255,-0.147126393,0.016666667,-0.036666667,0.05,0,0,1,59,1,0,3,7,3.5,1.5,2,2.5,4,1,5,1,2,FALSE,FALSE,FALSE,0.084173221,0,FALSE,1,1,CORRECT,2bG3t36N9fpJdtEBnV60,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
