ID,,,,,,,gender,age,college,white,knowledge_counter,extraversion,agreeable,consecientious,emotionally_stable,open_new_experiences,political_interest,strong_partisan,percent_other_party_exposure,democrat,sevenpoint_ideology,regionMidwest,regionSouth,regionWest,,republican,,,,displayCondition,chatID_full,,,,,,
87,2.276372241,0.169444444,0.14,0.025,-0.4,-0.083333333,2,71,1,1,3,1,1,1,1,1,4,1,,0,6,FALSE,TRUE,FALSE,-0.997168528,1,TRUE,0,0,ROBUST,ROBUST_136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
121,-0.050404412,-0.130185185,0.123333333,-0.185,0.066666667,0.138888889,2,62,0,1,1,3.5,3,3.5,4,2.5,3,1,50,1,4,FALSE,TRUE,FALSE,-0.492538534,0,FALSE,0,0,ROBUST,ROBUST_192,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
127,-0.628011731,-0.008703704,-0.076666667,-0.115,-0.2,0.111111111,1,54,0,1,1,6,5,4,5,4.5,3,0,10,0,6,FALSE,TRUE,FALSE,-0.780894411,1,FALSE,0,0,CONTROL,CONTROL_202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130,-0.467262525,-0.036851852,-0.026666667,-0.005,0.133333333,-0.027777778,2,53,1,1,3,7,3.5,1.5,2.5,2,4,1,40,1,2,TRUE,FALSE,FALSE,0.588796006,0,FALSE,0,0,CONTROL,CONTROL_205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148,-1.066666346,-0.126666667,-0.018333333,0.02,0.066666667,0.333333333,2,67,1,1,2,4.5,2,2.5,2.5,3.5,4,1,10,1,4,FALSE,FALSE,FALSE,0.949240852,0,FALSE,0,0,CONTROL,CONTROL_227,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
157,-0.384163358,-0.068888889,0.016666667,-0.04,0,0.166666667,1,66,1,1,3,4,2.5,2,1.5,2,4,0,30,1,4,TRUE,FALSE,FALSE,-0.348360595,0,FALSE,0,0,ROBUST,ROBUST_243,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,-0.734269681,-0.129814815,0.03,-0.145,0.133333333,0.111111111,1,83,0,1,3,4,2,2.5,3.5,1.5,4,0,25,0,5,FALSE,TRUE,FALSE,3.328176839,1,FALSE,0,0,ROBUST,ROBUST_258,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
170,-0.722009149,-0.121481481,0.023333333,-0.07,0.433333333,-0.138888889,1,46,0,1,2,4.5,3,2.5,4.5,1,4,0,25,1,4,FALSE,TRUE,FALSE,-0.852976171,0,FALSE,0,0,ROBUST,ROBUST_268,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,-0.044955287,-0.042777778,0.036666667,-0.045,0,0.083333333,1,66,0,1,2,3,5,3,4.5,3,4,1,5,0,7,FALSE,FALSE,FALSE,-0.852976171,1,FALSE,0,0,ROBUST,ROBUST_270,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
191,0.637547701,0.086666667,2.78e-17,0.01,0,-0.25,1,58,1,1,3,4.5,2.5,2,1,3,4,0,50,0,7,FALSE,FALSE,FALSE,5.130401072,1,FALSE,0,0,ROBUST,ROBUST_297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,-1.724648269,-0.107777778,-0.126666667,-0.04,0.2,0.083333333,1,57,1,1,3,5.5,2,3,2.5,2.5,4,0,15,0,6,TRUE,FALSE,FALSE,-0.492538534,1,FALSE,0,0,ROBUST,ROBUST_298,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
195,-1.115708477,-0.181666667,0.03,-0.045,0.166666667,0.333333333,2,46,0,1,1,1.5,3.5,3.5,3.5,3.5,4,0,50,0,4,TRUE,FALSE,FALSE,0.588796006,1,FALSE,0,0,ROBUST,ROBUST_303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,0.093997417,0.026111111,-0.013333333,-0.005,0.166666667,-0.25,1,66,1,1,3,6.5,2,1,1,5,4,0,35,0,6,TRUE,FALSE,FALSE,0.084173221,1,FALSE,0,0,ROBUST,ROBUST_311,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
205,0.438654615,0.00962963,0.05,-0.11,0,-0.138888889,1,73,0,1,2,4.5,1.5,1,1,1,4,1,,0,6,FALSE,FALSE,TRUE,-0.997168528,1,TRUE,0,0,ROBUST,ROBUST_319,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
212,-4.176754811,-0.527777778,-0.04,-0.95,0.3,0.333333333,2,39,0,1,0,4,4,4,4,4,2,1,50,0,7,FALSE,FALSE,FALSE,0.084173221,1,FALSE,0,0,CONTROL,CONTROL_332,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
214,0.054491257,-0.017592593,0.025,-0.025,0,0.027777778,2,65,1,1,1,2.5,1,2.5,1,2.5,3,1,45,1,3,TRUE,FALSE,FALSE,-0.060004718,0,FALSE,0,0,CONTROL,CONTROL_335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
216,-0.422307238,0.010925926,-0.068333333,0.005,-0.083333333,0.055555556,1,50,0,0,1,3.5,4,3,5.5,3,3,0,50,0,6,FALSE,FALSE,TRUE,-0.997168528,1,TRUE,0,0,CONTROL,CONTROL_337,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
228,-1.328224377,-0.163888889,-0.016666667,0.075,0.566666667,0,1,30,0,0,3,4,4,1,1.5,2,3,1,45,0,6,FALSE,TRUE,FALSE,-0.997168528,1,TRUE,0,0,ROBUST,ROBUST_356,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
257,0.772413561,0.036666667,0.068333333,0.31,0.2,0,1,32,0,1,2,4,7,1,6.5,2.5,3,0,40,0,3,TRUE,FALSE,FALSE,-0.492538534,1,FALSE,0,0,CONTROL,CONTROL_400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
291,-0.826904818,-0.140740741,0.028333333,-0.15,0.133333333,0.138888889,2,62,1,0,3,4.5,2.5,2,4.5,4.5,3,0,30,1,3,TRUE,FALSE,FALSE,0.084173221,0,FALSE,0,0,CONTROL,CONTROL_454,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
295,-0.997189994,-0.023888889,-0.111666667,0.095,0,0.166666667,2,58,0,0,3,3,2,6,4,3,4,0,10,0,6,FALSE,TRUE,FALSE,-0.636716472,1,FALSE,0,0,CONTROL,CONTROL_459,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296,-0.083099166,-0.00462963,-0.006666667,-0.125,0,-0.111111111,1,38,1,1,1,5,5,4,4,5,3,0,70,1,2,FALSE,FALSE,FALSE,-0.348360595,0,FALSE,0,0,ROBUST,ROBUST_460,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
313,0.027245628,0.003703704,0,0,-0.066666667,0.055555556,1,46,1,1,3,2.5,3.5,1,1.5,2.5,4,1,30,1,1,TRUE,FALSE,FALSE,-0.204182657,0,FALSE,0,0,ROBUST,ROBUST_484,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
332,1.204256769,0.147037037,0.016666667,-0.02,-0.433333333,-0.027777778,1,63,0,1,2,2,4,2,3,4.5,4,1,,0,7,FALSE,FALSE,FALSE,-0.204182657,1,FALSE,0,0,ROBUST,ROBUST_515,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
340,-0.083099166,0.04537037,-0.056666667,0.125,-0.066666667,0.055555556,1,29,1,1,3,6.5,5.5,3.5,2,4,4,1,5,1,1,TRUE,FALSE,FALSE,0.588796006,0,FALSE,0,0,ROBUST,ROBUST_530,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
397,0.313324725,0.245925926,-0.203333333,-0.04,-0.5,-0.277777778,1,54,0,0,2,3,1.5,2.5,2.5,2.5,4,1,25,0,6,FALSE,TRUE,FALSE,-0.780894411,1,FALSE,0,0,ROBUST,ROBUST_618,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
425,0.373265107,0.047407407,0.003333333,0.02,-0.066666667,-0.055555556,2,35,0,1,1,4.5,2.5,4.5,3,3.5,3,1,30,1,1,FALSE,FALSE,TRUE,-0.060004718,0,FALSE,0,0,ROBUST,ROBUST_678,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
441,0.697488083,0.061481481,0.033333333,0.09,-0.066666667,-0.027777778,2,29,1,1,3,5.5,1.5,2,2,1,4,1,10,1,2,FALSE,FALSE,TRUE,-0.780894411,0,FALSE,0,0,ROBUST,ROBUST_704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
447,3.48062901,0.179814815,0.293333333,0.595,0.166666667,-0.111111111,2,40,1,0,1,5.5,1.5,1.5,2,2,2,0,0,1,2,FALSE,FALSE,TRUE,-0.780894411,0,FALSE,0,0,ROBUST,ROBUST_712,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
470,1.14704095,-0.028888889,0.184814815,0.23,0.333333333,-0.016666667,2,32,0,0,2,4,4,4,4.5,4.5,4,1,,1,1,FALSE,TRUE,FALSE,-0.204182657,0,FALSE,0,0,ROBUST,ROBUST_743,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
487,-0.365091419,-0.032962963,-0.016666667,0.04,0,0.138888889,1,42,0,1,2,5,2,3.5,3,3,4,0,10,1,1,FALSE,TRUE,FALSE,-0.780894411,0,FALSE,0,0,ROBUST,ROBUST_769,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
503,-0.915453109,-0.047777778,-0.076666667,-0.06,0,0.083333333,1,56,0,0,3,5,1,1,2,1,4,1,25,0,7,FALSE,TRUE,FALSE,0.300440129,1,FALSE,0,0,ROBUST,ROBUST_800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
515,-1.110259351,-0.224259259,0.073333333,-0.345,0.216666667,0.111111111,2,47,0,0,0,4,3,6,3,2.5,2,0,10,1,4,FALSE,TRUE,FALSE,-0.348360595,0,FALSE,0,0,ROBUST,ROBUST_816,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
542,0.23158784,0.031481481,0,0,-0.066666667,-0.027777778,1,30,0,1,3,4.5,4.5,3,1,2.5,4,1,20,1,1,FALSE,FALSE,FALSE,0.300440129,0,FALSE,0,0,ROBUST,ROBUST_853,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
676,0.426394082,0.056296296,0.001666667,0.03,0,-0.138888889,2,53,0,1,2,4,2.5,1.5,1.5,3,4,0,30,0,6,TRUE,FALSE,FALSE,-0.348360595,1,FALSE,0,0,CONTROL,CONTROL_1062,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
714,-0.27926769,0.00537037,-0.043333333,-0.095,0,-0.111111111,2,57,0,1,2,3,3,1,3,2,3,0,60,1,4,FALSE,TRUE,FALSE,-0.060004718,0,FALSE,0,0,CONTROL,CONTROL_1131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
730,-0.547637128,-0.021111111,-0.053333333,0.02,0,0.083333333,1,60,1,1,3,5,2,2,1,3,4,0,40,0,5,FALSE,TRUE,FALSE,0.949240852,1,FALSE,0,0,ROBUST,ROBUST_1161,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
737,-1.407236699,-0.122962963,-0.068333333,-0.23,0.083333333,0.055555556,2,57,0,1,1,5,4,4,2.5,2.5,4,1,20,0,4,FALSE,TRUE,FALSE,-0.636716472,1,FALSE,0,0,CONTROL,CONTROL_1172,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
744,-0.557173098,-0.042407407,-0.033333333,-0.105,0.133333333,-0.111111111,2,52,0,1,0,4,3.5,3,4.5,4,3,0,50,0,4,FALSE,TRUE,FALSE,-0.492538534,1,FALSE,0,0,ROBUST,ROBUST_1182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
747,0.558535379,-0.010740741,0.086666667,-0.06,-5.55E-17,-0.027777778,2,69,0,1,3,6.5,4.5,1,1,2.5,4,0,20,0,6,FALSE,TRUE,FALSE,-0.780894411,1,FALSE,0,0,ROBUST,ROBUST_1188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
793,-0.073563196,-0.005,,-0.005,,,1,27,0,1,0,,,,,,4,1,,0,7,FALSE,FALSE,TRUE,-0.997168528,1,TRUE,0,0,CONTROL,CONTROL_1267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
831,-0.459088836,0.020925926,-0.083333333,0.035,0,-0.027777778,2,68,0,1,2,4,2,2,2,4,4,1,25,0,6,FALSE,TRUE,FALSE,-0.204182657,1,FALSE,0,0,ROBUST,ROBUST_1337,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
859,-0.900468014,-0.055740741,-0.066666667,-0.045,0.066666667,0.055555556,2,56,0,1,2,1.5,2,1,2,2.5,4,1,50,1,2,FALSE,FALSE,TRUE,-0.997168528,0,TRUE,0,0,ROBUST,ROBUST_1376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
865,-0.031332472,0.087222222,-0.091481481,-0.005,-0.266666667,0,1,68,1,1,3,3,2.5,2,1.5,1,4,1,0,1,1,FALSE,FALSE,TRUE,-0.636716472,0,FALSE,0,0,ROBUST,ROBUST_1393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
873,1.21515502,0.061851852,0.103333333,0.08,-0.133333333,0.027777778,2,60,0,1,1,6.5,1,2,1,3.5,1,0,,0,7,TRUE,FALSE,FALSE,-0.780894411,1,FALSE,0,0,ROBUST,ROBUST_1404,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
890,-0.882758355,-0.108333333,-0.011666667,,0.133333333,0.083333333,2,34,0,1,0,4,4,4,4,4,3,1,35,1,2,FALSE,TRUE,FALSE,-0.852976171,0,FALSE,0,0,CONTROL,CONTROL_1434,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
905,0.311962444,0.042407407,0,0.005,0.016666667,-0.138888889,2,39,0,1,0,5.5,4,4,6,3.5,2,0,50,1,2,FALSE,FALSE,FALSE,-0.204182657,0,FALSE,0,0,ROBUST,ROBUST_1456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
912,3.631842246,0.48537037,0.008333333,0.395,-0.7,-0.361111111,1,65,0,1,3,6,6.5,7,5,3.5,4,0,,0,6,FALSE,FALSE,TRUE,-0.060004718,1,FALSE,0,0,CONTROL,CONTROL_1468,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
926,-0.093997417,-0.029444444,0.016666667,-0.005,0.083333333,0,2,60,0,0,0,6,2.5,1.5,4,4.5,3,1,50,1,6,TRUE,FALSE,FALSE,0.084173221,0,FALSE,0,0,ROBUST,ROBUST_1498,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
935,0.403235298,0.059814815,-0.005,0.085,0.1,-0.194444444,2,25,1,1,0,4,4.5,4,3,3,4,1,44,1,2,FALSE,TRUE,FALSE,-0.852976171,0,FALSE,0,0,CONTROL,CONTROL_1510,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
938,0.34738176,0.055555556,-0.008333333,-0.05,-0.05,-0.166666667,1,70,0,1,3,5,4,4,2,3.5,4,0,20,1,2,FALSE,TRUE,FALSE,0.084173221,0,FALSE,0,0,CONTROL,CONTROL_1516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
953,1.190633955,-0.124814815,0.286666667,-0.43,0,-0.055555556,2,45,0,1,1,4,1,2,2.5,1,2,0,40,0,4,FALSE,FALSE,TRUE,-0.997168528,1,TRUE,0,0,CONTROL,CONTROL_1546,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
958,-0.576245038,-0.081666667,0.003333333,0.005,0,0.25,1,77,1,1,3,4,4,1.5,1,1,4,0,5,1,4,FALSE,TRUE,FALSE,0.084173221,0,FALSE,0,0,ROBUST,ROBUST_1552,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
980,-1.144316387,-0.138888889,-0.016666667,-0.25,0,0.166666667,1,61,1,1,3,4,1,1,4,4,4,0,33,1,4,FALSE,FALSE,FALSE,0.300440129,0,FALSE,0,0,ROBUST,ROBUST_1598,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
996,-1.4658148,-0.130925926,-0.068333333,-0.215,0.233333333,-0.055555556,1,67,1,1,0,5,3,2,3.5,4,3,0,30,1,4,FALSE,FALSE,TRUE,-0.997168528,0,TRUE,0,0,CONTROL,CONTROL_1622,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1010,-1.258748025,-0.104444444,-0.066666667,-0.03,0.116666667,0.166666667,2,59,1,1,2,5,1,1.5,4,1.5,4,1,10,1,1,TRUE,FALSE,FALSE,-0.780894411,0,FALSE,0,0,CONTROL,CONTROL_1648,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1011,-0.294252785,-0.063333333,0.023333333,0.06,0.166666667,0.083333333,2,42,0,1,2,6.5,1.5,1,3,3,3,0,5,0,5,TRUE,FALSE,FALSE,-0.636716472,1,FALSE,0,0,ROBUST,ROBUST_1651,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1012,0.961770677,0.057407407,0.073333333,0.05,-0.066666667,-0.055555556,1,67,0,1,2,7,3.5,1.5,2.5,4,3,0,70,0,5,FALSE,FALSE,FALSE,-0.348360595,1,FALSE,0,0,CONTROL,CONTROL_1655,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1017,-0.878671511,-0.099444444,-0.02,0.185,0.4,0.083333333,1,67,0,1,2,4.5,3,1.5,1.5,1.5,4,1,5,0,7,FALSE,TRUE,FALSE,-0.636716472,1,FALSE,0,0,ROBUST,ROBUST_1663,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1018,-0.415495831,-0.036481481,-0.02,-0.015,0.066666667,0.027777778,1,43,1,1,3,6,2,3.5,3.5,2.5,4,1,25,1,2,FALSE,FALSE,FALSE,2.2468423,0,FALSE,0,0,ROBUST,ROBUST_1664,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1026,-0.277905408,-0.034444444,-0.003333333,-0.02,0.083333333,0,1,60,0,1,2,4.5,1,1,1.5,3.5,4,1,20,0,6,TRUE,FALSE,FALSE,2.2468423,1,FALSE,0,0,ROBUST,ROBUST_1678,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1031,0.335121228,0.048888889,-0.003333333,-0.07,-0.133333333,-0.083333333,1,60,0,0,2,3,3.5,3,1,2.5,4,1,30,0,6,FALSE,TRUE,FALSE,1.525952607,1,FALSE,0,0,ROBUST,ROBUST_1685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1055,-0.85823729,-0.15,0.033333333,,0.3,0,1,61,0,1,0,6.5,2.5,4.5,1,3.5,1,0,50,0,4,TRUE,FALSE,FALSE,-0.636716472,1,FALSE,0,0,ROBUST,ROBUST_1732,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
